geometry,moreinfo,statname,dwrabbrev,wdid,usgsstatid,datasource,structtype,stattype,statstatus,variable,stage,amount,units,flag,div,wd,county,utmx,utmy,locaccuracy,latdecdeg,longdecdeg,datetime
"X: -11458386.0675241, Y: 4588810.37917349, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07130500,ARKANSAS RIVER BELOW JOHN MARTIN RESERVOIR,ARKJMRCO,,7130500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,362,CFS,,2,67,BENT,681373.4,4215200,User supplied,38.066396,-102.932423,8/13/2018 12:00
"X: -11687687.2399696, Y: 4937947.27740104, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=FOSOUTCO&MTYPE=DISCHRG,FOSSIL CREEK OUTLET,FOSOUTCO,303774,FOSOUTCO,"Cooperative Program of CDWR, NCWCD & LSPWCD",Reservoir,Stream,Active,DISCHRG,1.4,67.46,CFS,,1,3,LARIMER,500655,4482555,,40.493696,-104.992271,8/13/2018 12:00
"X: -11728323.0245223, Y: 4858346.59325119, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=GROSRECO&MTYPE=STORAGE,GROSS RESERVOIR ,GROSRECO,,GROSRECO,Co. Division of Water Resources,,Stream,Active,STORAGE,7269.91,36994,AF,,1,6,BOULDER,469477,4422014,,39.947704,-105.357308,8/13/2018 12:30
"X: -11837626.1997903, Y: 5003001.25451924, Z: NaN",http://waterdata.usgs.gov/nwis/uv?06620000,NORTH PLATTE RIVER NEAR NORTHGATE,NPLGATCO,,6620000,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,91.3,CFS,,6,47,JACKSON,387262.4,4532586.7,GPS,40.936639,-106.339194,8/13/2018 12:45
"X: -11793140.5058185, Y: 4650659.55015758, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=ARKWELCO&MTYPE=DISCHRG,ARKANSAS RIVER NEAR WELLSVILLE,ARKWELCO,,7093700,Co. Division of Water Resources,,Stream,Active,DISCHRG,3.12,318,CFS,,2,11,CHAFFEE,418073.2,4261990,,38.502515,-105.939586,8/13/2018 12:15
"X: -11754630.1867463, Y: 4555399.98158479, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SANDUNCO&MTYPE=DISCHRG,SAND CREEK AT GREAT SAND DUNES NATIONAL PARK,SANDUNCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.26,2.22,CFS,,3,35,SAGUACHE,447760.4,4187088.6,User supplied,37.829722,-105.59363,8/13/2018 12:30
"X: -11631369.5785157, Y: 4614174.15411306, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07108900,SAINT CHARLES RIVER AT VINELAND,STCHARCO,,7108900,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,11.6,CFS,,2,15,PUEBLO,544945.5,4233185.5,User supplied,38.245558,-104.48636,8/13/2018 11:45
"X: -11639921.00743, Y: 4926069.04714723, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=PLAKERCO&MTYPE=DISCHRG,SOUTH PLATTE RIVER NEAR KERSEY,PLAKERCO,103203,6754000,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG,2.42,161,CFS,,1,1,WELD,537061.6,4473634,,40.412507,-104.563185,8/13/2018 12:30
"X: -11950953.5024727, Y: 4713146.65030717, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=MUDBPRCO&MTYPE=DISCHRG,MUDDY CREEK BELOW PAONIA RESERVOIR,MUDBPRCO,,9131500,Co. Division of Water Resources,,Stream,Active,DISCHRG,3.59,12.3,CFS,,4,40,GUNNISON,295700,4312811,User supplied,38.940461,-107.357242,8/13/2018 12:30
"X: -11993470.8345878, Y: 4691414.57648748, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=NORLUXCO&MTYPE=DISCHRG,NORTH FORK GUNNISON RIVER BELOW LEROUX CREEK,NORLUXCO,,9135950,Co. Division of Water Resources,,Stream,Active,DISCHRG,7.73,54,CFS,,4,40,DELTA,262086,4296865,User supplied,38.788454,-107.739182,8/13/2018 12:30
"X: -11688267.4648043, Y: 4648761.70019225, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07099060,BEAVER CREEK ABOVE HIGHWAY 115 NEAR PENROSE,BEAPENCO,,7099060,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,0,CFS,,2,12,FREMONT,500219.5,4260091.2,User supplied,38.489166,-104.997483,8/13/2018 12:15
"X: -11843810.7791286, Y: 4813924.56260504, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09066325,"GORE CREEK ABV RED SANDSTONE CREEK AT VAIL, CO  ",GORREDCO,,9066325,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,21.1,CFS,,5,37,EAGLE,380321.2,4388853.1,User supplied,39.641097,-106.394752,8/13/2018 12:45
"X: -11639758.9479431, Y: 4615766.50170116, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SALTMOCO&MTYPE=DISCHRG,SALT CREEK NEAR MOUTH BELOW PUEBLO,SALTMOCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,1.13,47.9,CFS,,2,14,PUEBLO,538345,4234398,,38.25679,-104.56172,8/13/2018 12:45
"X: -11669558.7794416, Y: 4698381.63198932, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07104905,"MONUMENT CR AT BIJOU ST., AT COLO. SPRINGS, CO.   ",MONBIJCO,,7104905,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,35,CFS,,2,10,EL PASO,514804.6,4298726.2,User supplied,38.837215,-104.829419,8/13/2018 12:45
"X: -11673947.7029875, Y: 4854671.46783841, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=PLAHENCO&MTYPE=DISCHRG1,SOUTH PLATTE RIVER AT HENDERSON,PLAHENCO,201756,6720500,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG1,3.05,90.3,CFS,,1,2,ADAMS,511207.9,4419151.5,,39.9224,-104.868855,8/13/2018 12:30
"X: -11772872.8144277, Y: 5011397.35547807, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SANCRKCO&MTYPE=DISCHRG,SAND CREEK AT THE COLORADO-WYOMING STATELINE,SANCRKCO,7600999,,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG,0.3,0.93,CFS,,1,76,LARIMER,436286.2,4538321.9,User supplied,40.993591,-105.757505,8/13/2018 12:45
"X: -12029224.5832614, Y: 4528537.85665029, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09165000,DOLORES RIVER BELOW RICO,DOLRICCO,,9165000,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,14.4,CFS,,7,71,DOLORES,229964.1,4170156.1,User supplied,37.638884,-108.060352,8/13/2018 12:45
"X: -11858066.2348456, Y: 4812277.57050708, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09067000,BEAVER CREEK AT AVON,BEAVONCO,,9067000,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,3.03,CFS,,5,37,EAGLE,369311,4387767,User supplied,39.629702,-106.522811,8/13/2018 12:15
"X: -11695197.6638755, Y: 4802594.41018309, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=PLACHACO&MTYPE=DISCHRG,SOUTH PLATTE RIVER BELOW CHATFIELD RESERVOIR,PLACHACO,801815,,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG,0.48,1.99,CFS,,1,8,JEFFERSON,494868.4,4379222,User supplied,39.562682,-105.059753,8/13/2018 12:15
"X: -11816393.4383861, Y: 4639681.33310531, Z: NaN",http://www.uawcd.com/dcs_siteinfo.php#16C,GRAY'S CREEK BELOW O'HAVER RESERVOIR,GYCROHCO,,16C,Upper Arkansas Water Conservancy District (Data Provider),,Stream,Active,DISCHRG,,0.65,CFS,,2,11,CHAFFEE,399752,4253628,,38.42529,-106.148458,8/13/2018 11:00
"X: -11807742.0467209, Y: 4776375.60045792, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=HSPCOMCO&MTYPE=DISCHRG1,HOOSIER PASS TUNNEL AT INLET (NORTH PORTAL),HSPCOMCO,,,City of Colorado Springs  (Station cooperator),,Stream,Active,DISCHRG1,-0.05,0,CFS,,5,36,SUMMIT,407780.7,4359589.5,User supplied,39.380874,-106.070748,8/13/2018 12:00
"X: -11892450.9921941, Y: 4850128.48849674, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09060799,"COLORADO RIVER AT CATAMOUNT BRIDGE, CO",COLCATCO,,9060799,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,1450,CFS,,5,52,EAGLE,343394.2,4417274.5,,39.891084,-106.831694,8/13/2018 12:30
"X: -12037348.75605, Y: 4585432.11402959, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09172500,SAN MIGUEL RIVER NEAR PLACERVILLE,SMGPLACO,,9172500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,51,CFS,,4,60,SAN MIGUEL,225027.3,4215166.4,User supplied,38.0425,-108.133333,8/13/2018 12:05
"X: -12013731.5652191, Y: 4707594.18480072, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09143500,"SURFACE CREEK AT CEDAREDGE, CO.",SURACECO,,9143500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,9.71,CFS,,4,40,DELTA,246677,4309919.8,User supplied,38.901649,-107.921176,8/13/2018 12:15
"X: -11824597.2924944, Y: 4694848.60859391, Z: NaN",http://www.uawcd.com/dcs_siteinfo.php#5c,COTTONWOOD CREEK BELOW HOT SPRINGS,COCRHSCO,,5c,Upper Arkansas Water Conservancy District (Data Provider),,Stream,Active,DISCHRG,,16.1,CFS,,2,11,CHAFFEE,393891,4296678,,38.812489,-106.222154,8/13/2018 11:00
"X: -11718394.8305888, Y: 4751692.89417742, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=PLACHECO&MTYPE=DISCHRG,SOUTH PLATTE RIVER BELOW CHEESMAN RESERVOIR,PLACHECO,8002908,6701500,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG,2.05,361,CFS,,1,80,JEFFERSON,476851.4,4340034,,39.209275,-105.268136,8/13/2018 12:00
"X: -11836669.1498635, Y: 4847610.13597248, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09056500,ELLIOT CR CANAL NR GREEN MOUNTAIN RESERVOIR,GREELCCO,,9056500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,0.1,CFS,,5,36,SUMMIT,386209.8,4414589.2,User supplied,39.873725,-106.330597,8/13/2018 12:15
"X: -11688545.7099863, Y: 4828592.34156405, Z: NaN",http://waterdata.usgs.gov/nwis/uv?06713500,"CHERRY CREEK AT DENVER, CO.",CHEDENCO,801803,6713500,U.S. Geological Survey (Data Provider),Stream Gage,Stream,Active,DISCHRG,,24.1,CFS,,1,8,DENVER,500001.5,4399176.4,User supplied,39.742487,-104.999982,8/13/2018 11:55
"X: -11812176.5673975, Y: 4804412.20045761, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09050100,TENMILE CREEK BELOW NORTH TENMILE CREEK AT FRISCO,TENFRICO,,9050100,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,30.6,CFS,,5,36,SUMMIT,404615.6,4381206.3,User supplied,39.575264,-106.110577,8/13/2018 12:00
"X: -11700419.5038784, Y: 4923994.742833, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=GREBYPCO&MTYPE=DISCHRG,GREELEY LOVELAND BYPASS AT LOVELAND,GREBYPCO,,,Co. Division of Water Resources,,Stream,Site d,DISCHRG,5.04,769,CFS,,1,4,LARIMER,490949.8,4471972.9,User supplied,40.398312,-105.106647,5/5/2016 8:00
"X: -11681470.4182971, Y: 4516070.10757791, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=CRHBLVCO&MTYPE=DISCHRG,"CUCHARAS RIVER AT HARRISON BRIDGE NEAR LA VETA, CO",CRHBLVCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.96,0,CFS,,2,16,HUERFANO,505615.7,4155906,User supplied,37.550147,-104.936431,8/13/2018 12:15
"X: -12096111.4500068, Y: 4482793.99603114, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09371492,MUD CREEK AT STATE HIGHWAY 32 NEAR CORTEZ,MUDHIGCO,,9371492,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,10.6,CFS,,7,32,MONTEZUMA,175520.3,4135859.1,User supplied,37.312771,-108.661207,8/13/2018 12:30
"X: -11999396.1361075, Y: 4480269.1003187, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=FLOFARCO&MTYPE=DISCHRG,FLORIDA RIVER BELOW FLORIDA FARMERS CANAL NEAR DURANGO,FLOFARCO,,9363050,Co. Division of Water Resources,,Stream,Active,DISCHRG,1.5,1.25,CFS,,7,30,LA PLATA,252479.3,4131224.8,,37.294737,-107.792413,8/13/2018 12:45
"X: -11857919.2034873, Y: 4495572.08483125, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=ALAWIGCO&MTYPE=DISCHRG,ALAMOSA RIVER ABOVE WIGHTMAN FORK NEAR JASPER,ALAWIGCO,,8235250,Co. Division of Water Resources,,Stream,Equipm,DISCHRG,0,0,CFS,,3,21,RIO GRANDE,365339.2,4140778.3,,37.404014,-106.521503,8/8/2018 13:30
"X: -11946908.4755689, Y: 4952294.63472752, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09246200,ELKHEAD CREEK ABOVE LONG GULCH,ELKLONCO,,9246200,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,0,CFS,,6,44,ROUTT,303601.2,4496015.6,User supplied,40.591639,-107.320893,8/13/2018 12:15
"X: -11745609.4921444, Y: 4495416.90271425, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SANESPCO&MTYPE=DISCHRG,SANGRE DE CRISTO CREEK AT ESPINOSA RANCH NEAR FORT GARLAND,SANESPCO,3502104,SANESPCO,Co. Division of Water Resources,Measuring Point,Stream,Active,DISCHRG,0.14,0.13,CFS,,3,35,COSTILLA,454632.9,4139692.5,,37.402905,-105.512604,8/13/2018 12:15
"X: -12031458.2684673, Y: 4684775.18284505, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09149500,UNCOMPAHGRE RIVER AT DELTA,UNCDELCO,,9149500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,147,CFS,,4,41,DELTA,232266.8,4292646.9,User supplied,38.741944,-108.080417,8/13/2018 12:15
"X: -11710321.5185543, Y: 4815637.61978239, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BCRMORCO&MTYPE=DISCHRG,BEAR CREEK AT MORRISON,BCRMORCO,902962,6710500,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG,5.31,6.08,CFS,,1,9,JEFFERSON,483219.6,4389257,,39.652952,-105.195603,8/13/2018 12:45
"X: -11668816.4993405, Y: 4695404.74664336, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07105500,FOUNTAIN CREEK AT COLORADO SPRINGS,FOUACSCO,,7105500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,39.1,CFS,,2,10,EL PASO,515387.8,4296415.5,User supplied,38.816382,-104.822752,8/13/2018 12:45
"X: -11836922.13951, Y: 4491433.02100669, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=ALATERCO&MTYPE=DISCHRG,ALAMOSA RIVER ABOVE TERRACE RESERVOIR,ALATERCO,,8236000,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.48,16.7,CFS,,3,21,CONEJOS,381987.7,4137248,,37.374474,-106.332877,8/13/2018 12:15
"X: -11995775.8533731, Y: 4811783.64311499, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=RIFRGRCO&MTYPE=DISCHRG,RIFLE CREEK BELOW RIFLE GAP RESERVOIR,RIFRGRCO,,,Bureau of Reclamation  (Station cooperator),,Stream,Active,DISCHRG,1.4,32.6,CFS,,5,39,GARFIELD,263121.2,4389920,User supplied,39.626291,-107.75989,8/13/2018 12:00
"X: -11490360.1939954, Y: 4590852.90399348, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07124000,ARKANSAS RIVER AT LAS ANIMAS,ARKLASCO,,7124000,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,48.4,CFS,,2,17,BENT,656144.1,4216280.9,User supplied,38.08084,-103.219652,8/13/2018 11:45
"X: -11841075.2856408, Y: 4520165.54486809, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SAFUPPCO&MTYPE=DISCHRG,"SAN FRANCISCO CREEK AT UPPER STATION, NEAR DEL NORTE",SAFUPPCO,,8220900,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.26,1.46,CFS,,3,20,RIO GRANDE,379015,4160021.8,User supplied,37.579311,-106.370189,8/13/2018 12:45
"X: -11708460.0589879, Y: 4873451.93880533, Z: NaN",http://waterdata.usgs.gov/nwis/uv?06730200,BOULDER CREEK AT NORTH 75TH STREET NEAR BOULDER,BOCNORCO,603602,6730200,U.S. Geological Survey (Data Provider),Stream Gage,Stream,Active,DISCHRG,,90.3,CFS,,1,6,BOULDER,484742.7,4433505.4,User supplied,40.051652,-105.178875,8/13/2018 12:15
"X: -11672120.6197169, Y: 4522419.55126991, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=WCLOUTCO&MTYPE=DISCHRG,CITY OF WALSENBURG CITY LAKE OUTFLOW,WCLOUTCO,,WCLOUTCO,Co. Division of Water Resources,,Stream,Gage t,DISCHRG,0.15,0.62,CFS,,2,16,HUERFANO,513026.8,4160929.8,,37.595356,-104.852441,6/26/2017 14:45
"X: -11804157.4591552, Y: 4438170.46999886, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SANORTCO&MTYPE=DISCHRG,SAN ANTONIO RIVER AT ORTIZ,SANORTCO,,8247500,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.53,0.01,CFS,,3,22,,407585.2,4094630.5,User supplied,36.993276,-106.038541,8/13/2018 12:30
"X: -11382636.4634317, Y: 5008575.87886619, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=PLAJURCO&MTYPE=DISCHRG2,SOUTH PLATTE RIVER AT JULESBURG (RIGHT CHAN. #2),PLAJURCO,6402897,6763990,Co. Division of Water Resources,Stream Gage,Stream,Nof fl,DISCHRG2,3.01,-999,CFS,B,1,64,SEDGWICK,731216.7,4539559,,40.974464,-102.25196,8/13/2018 12:15
"X: -11985499.264024, Y: 4549841.72376039, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09359020,"ANIMAS RIVER BELOW SILVERTON, CO.",ANIBSICO,,9359020,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,73.8,CFS,,7,30,SAN JUAN,265108.5,4185898,User supplied,37.790275,-107.667561,8/13/2018 12:00
"X: -12016104.6905763, Y: 4716735.86983637, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=KISCRKCO&MTYPE=DISCHRG,KISER CREEK ABOVE BIG DITCH HEADGATE,KISCRKCO,,KISCRKCO,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.97,19.1,CFS,,4,40,DELTA,245057,4317070,,38.965528,-107.942494,8/13/2018 12:30
"X: -11870250.5629104, Y: 4759627.35640496, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=CHAGULCO&MTYPE=DISCHRG,CHAPMAN GULCH NEAR NAST,CHAGULCO,,9077945,Bureau of Reclamation  (Station cooperator),,Stream,Active,DISCHRG,1.77,3.24,CFS,,5,38,PITKIN,359183.2,4347396,User supplied,39.264481,-106.632277,8/13/2018 12:45
"X: -11869321.3920661, Y: 4738784.29903273, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09072550,ROARING FORK RIVER ABOVE LOST MAN CREEK NEAR ASPEN,ROALMCCO,,9072550,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,2.88,CFS,,5,38,PITKIN,359614.8,4331277.7,User supplied,39.119361,-106.623917,8/13/2018 12:15
"X: -11655818.6294873, Y: 4684157.30477814, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=MCRAUGCO&MTYPE=DISCHRG,MCRAE AUGMENTATION STATION (FMIC) BELOW BIG JOHNSON RESERVOIR,MCRAUGCO,1000916,MCRAUGCO,Co. Division of Water Resources,Measuring Point,Stream,Active,DISCHRG,0.4,0.94,CFS,,2,10,EL PASO,525552.6,4287701,,38.737614,-104.70599,8/13/2018 12:30
"X: -11905594.7326984, Y: 4656269.46959726, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09114500,GUNNISON RIVER NEAR GUNNISON,GUNGUNCO,,9114500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,323,CFS,,4,59,GUNNISON,330075.7,4267748.6,User supplied,38.541936,-106.949766,8/13/2018 12:15
"X: -11959741.3818298, Y: 4943421.4912603, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09246500,"ELKHEAD CREEK NEAR CRAIG, CO.",ELKCRACO,,9246500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,56.2,CFS,,6,44,MOFFAT,293659.1,4489556.6,User supplied,40.531083,-107.436174,8/13/2018 11:45
"X: -11708378.7081839, Y: 4891759.50893843, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SVCHGICO&MTYPE=DISCHRG,"SAINT VRAIN CREEK AT HYGIENE, CO",SVCHGICO,503205,SVCHGICO,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG,1.73,6.58,CFS,,1,5,BOULDER,484833,4447465,,40.177423,-105.178145,8/13/2018 12:45
"X: -11684975.7552279, Y: 4542934.0192417, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SPJVHGCO&MTYPE=DISCHRG,SPANISH PEAKS FARM HEADGATE,SPJVHGCO,,SPJVHGCO,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.07,0.13,CFS,,2,79,HUERFANO,502827,4177104,,,,8/13/2018 12:15
"X: -11950432.767826, Y: 4713517.49118349, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09131495,PAONIA RESERVOIR NEAR BARDINE,PAORESCO,,9131495,U.S. Geological Survey (Data Provider),,Stream,Active,STORAGE,,789.5,CFS,,4,40,GUNNISON,296112.9,4313088.1,User supplied,38.943046,-107.352553,8/13/2018 12:00
"X: -11835403.3436606, Y: 4658713.69215277, Z: NaN",http://www.uawcd.com/dcs_siteinfo.php#22C,BOSS LAKE RESERVOIR OUTLET,BLKRSOCO,,22C,Upper Arkansas Water Conservancy District (Data Provider),,Stream,Active,DISCHRG,,0.05,CFS,,2,11,CHAFFEE,385058,4268677,,38.559107,-106.319227,8/13/2018 11:30
"X: -11807754.5579225, Y: 4776329.64332176, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09044300,BEMROSE-HOOSIER DIVERSION NEAR HOOSIER PASS,BEMHODCO,,9044300,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,0,CFS,,5,36,SUMMIT,407770.6,4359554.2,User supplied,39.380544,-106.070853,8/7/2018 2:15
"X: -11440265.3342904, Y: 4601788.52025143, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=ARF182CO&MTYPE=DISCHRG,ARF HEADGATE 182 (RIVER VIEW),ARF182CO,,ARF182CO,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.02,0.02,CFS,,2,67,PROWERS,695410,4225710,,,,8/13/2018 12:30
"X: -11558082.4355476, Y: 4508020.96102648, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07126390,"LOCKWOOD CANYON CREEK NEAR THATCHER, CO.",LOCTHACO,,7126390,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,0,CFS,,2,19,LAS ANIMAS,603604,4150186.7,User supplied,37.492793,-103.828011,8/13/2018 12:00
"X: -12001369.8895156, Y: 4632957.1299842, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=UNCBRGCO&MTYPE=DISCHRG,UNCOMPAHGRE RIVER AT UNCOMPAHGRE ROAD BRIDGE,UNCBRGCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,3.99,924,CFS,,4,41,MONTROSE,254527,4251490,,38.377952,-107.810129,8/13/2018 12:15
"X: -11745815.1182638, Y: 4879149.69234697, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SSVWARCO&MTYPE=DISCHRG,SOUTH SAINT VRAIN NEAR WARD,SSVWARCO,503211,6722500,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG,1.92,25,CFS,,1,5,BOULDER,456145.5,4437964.2,,40.09082,-105.514442,8/13/2018 12:30
"X: -11438511.6528244, Y: 4613071.45895331, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=ARF205CO&MTYPE=DISCHRG,"ARF HEADGATE 205 (WILEY DRAIN, EAST)",ARF205CO,,ARF205CO,Co. Division of Water Resources,,Stream,Active,DISCHRG,-0.32,0,CFS,,2,67,BENT,696576,4234583,,,,8/13/2018 12:45
"X: -11389169.6979332, Y: 4591515.3267819, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=GICAGECO&MTYPE=DISCHRG,GRANADA IRRIGATION CANAL AUGMENTATION STATION EAST,GICAGECO,,GICAGECO,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.36,2.22,CFS,,2,67,PROWERS,735864.8,4218720,,38.085523,-102.310643,8/13/2018 12:30
"X: -12044779.5370127, Y: 4455176.1465633, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=LAPCHECO&MTYPE=DISCHRG,LA PLATA RIVER BELOW MOUTH OF CHERRY CREEK NEAR RED MESA,LAPCHECO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.85,0,CFS,,7,33,LA PLATA,215658.6,4112445.5,,37.115203,-108.200091,8/13/2018 12:45
"X: -11773130.3288532, Y: 4590472.53671643, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=RITCRECO&MTYPE=DISCHRG,RITO ALTO CREEK NEAR CRESTONE,RITCRECO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,2.27,2.92,CFS,,3,25,SAGUACHE,433360.3,4214758.5,User supplied,38.078152,-105.759833,8/13/2018 12:45
"X: -11802721.3667904, Y: 4836515.60159863, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09035700,"WILLIAMS FORK RIVER ABOVE DARLING CREEK NEAR LEAL, CO",WILDARCO,,9035700,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,8.84,CFS,,5,51,GRAND,412192.4,4405751.2,User supplied,39.797194,-106.025639,8/13/2018 12:30
